publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
The Creation of the Ius Commune	9780748638970	9780748642922							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748642922	Cairns/du Plessis	CBO9780748642922		fulltext		Edinburgh University Press	Monograph	2010-07-30 00:00:00	2012-09-12 00:00:00	0	1				P
The Crisis of Social Democracy in Europe	9780748665822	9780748665839							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748665839	Keating	CBO9780748665839		fulltext		Edinburgh University Press	Monograph	2013-07-22 00:00:00	2013-10-05 00:00:00	0	1				P
The Cultural Work of Empire	9780748625642	9780748631223							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631223	Watts	CBO9780748631223		fulltext		Edinburgh University Press	Monograph	2007-06-05 00:00:00	2012-09-12 00:00:00	0	1				P
The Culture of Letter-Writing in Pre-Modern Islamic Society	9780748633739	9780748633746							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748633746	Gully	CBO9780748633746		fulltext		Edinburgh University Press	Monograph	2008-02-07 00:00:00	2012-09-12 00:00:00	0	1				P
The Dandy in Irish and American Southern Fiction	9780748625482	9780748631018							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631018	Crowell	CBO9780748631018		fulltext		Edinburgh University Press	Monograph	2007-11-19 00:00:00	2012-09-12 00:00:00	0	1				P
The Discursive Construction of National Identity	9780748637263	9780748637355							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748637355	Wodak et al	CBO9780748637355		fulltext		Edinburgh University Press	Monograph	2009-01-19 00:00:00	2012-09-12 00:00:00	0	1				P
The Edinburgh Festivals	9780748670307	9780748670314							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748670314	Bartie	CBO9780748670314		fulltext		Edinburgh University Press	Monograph	2013-05-21 00:00:00	2014-04-05 00:00:00	0	1				P
The Edinburgh History of the Greeks, c. 500 to 1050	9780748638093	9780748644896							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644896	Curta	CBO9780748644896		fulltext		Edinburgh University Press	Monograph	2011-01-30 00:00:00	2013-08-05 00:00:00	0	1				P
The Emergence of Minorities in the Middle East	9780748641871	9780748647552							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647552	White	CBO9780748647552		fulltext		Edinburgh University Press	Monograph	2011-07-31 00:00:00	2012-09-12 00:00:00	0	1				P
The Ethics of Armed Conflict	9780748645756	9780748645763							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645763	Lango	CBO9780748645763		fulltext		Edinburgh University Press	Monograph	2014-01-29 00:00:00	2014-09-05 00:00:00	0	1				P
The Ethics of Writing	9780748618309	9780748628865							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748628865	Burke	CBO9780748628865		fulltext		Edinburgh University Press	Monograph	2008-01-23 00:00:00	2012-09-12 00:00:00	0	1				P
The European Court of Human Rights	9780748670574	9780748670581							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748670581	Anagnostou	CBO9780748670581		fulltext		Edinburgh University Press	Monograph	2013-04-22 00:00:00	2014-04-05 00:00:00	0	1				P
The European Union and South Korea	9780748668601	9780748668618							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748668618	Harrison	CBO9780748668618		fulltext		Edinburgh University Press	Monograph	2013-02-18 00:00:00	2014-04-05 00:00:00	0	1				P
The Figure of This World	9780748684090	9780748684106							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748684106	Abbott	CBO9780748684106		fulltext		Edinburgh University Press	Monograph	2014-01-08 00:00:00	2014-09-05 00:00:00	0	1				P
The Foreign Policy of Lyndon B. Johnson	9780748640133	9780748643288							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643288	Colman	CBO9780748643288		fulltext		Edinburgh University Press	Monograph	2010-09-16 00:00:00	2012-09-12 00:00:00	0	1				P
The Future of Multicultural Britain	9780748635443	9780748635467							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748635467	Pathak	CBO9780748635467		fulltext		Edinburgh University Press	Monograph	2008-08-27 00:00:00	2012-09-12 00:00:00	0	1				P
The Girlhood of Shakespeare's Sisters	9780748655908	9780748655915							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748655915	Higginbotham	CBO9780748655915		fulltext		Edinburgh University Press	Monograph	2013-01-17 00:00:00	2013-08-05 00:00:00	0	1				P
The Gods of Ancient Greece	9780748637980	9780748642892							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748642892	Bremmer/Erskine	CBO9780748642892		fulltext		Edinburgh University Press	Monograph	2010-07-30 00:00:00	2013-08-05 00:00:00	0	1				P
The Great War on the Small Screen	9780748633890	9780748633906							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748633906	Hanna	CBO9780748633906		fulltext		Edinburgh University Press	Monograph	2009-10-20 00:00:00	2013-08-05 00:00:00	0	1				P
The Idea of Commercial Society in the Scottish Enlightenment	9780748645329	9780748645336							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645336	Berry	CBO9780748645336		fulltext		Edinburgh University Press	Monograph	2013-07-09 00:00:00	2013-10-05 00:00:00	0	1				P
The Inner Life of a Rational Agent	9780748623433	9780748626731							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626731	Stout	CBO9780748626731		fulltext		Edinburgh University Press	Monograph	2006-04-03 00:00:00	2012-09-12 00:00:00	0	1				P
The Iraqi Novel	9780748641413	9780748685233							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748685233	Caiani/Cobham	CBO9780748685233		fulltext		Edinburgh University Press	Monograph	2013-08-23 00:00:00	2014-02-05 00:00:00	0	1				P
The Jean Baudrillard Reader	9780748627882	9780748680641							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748680641	Redhead	CBO9780748680641		fulltext		Edinburgh University Press	Monograph	2008-01-15 00:00:00	2013-08-05 00:00:00	0	1				P
The Judicial Imagination	9780748642359	9780748647057							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647057	Stonebridge	CBO9780748647057		fulltext		Edinburgh University Press	Monograph	2011-06-30 00:00:00	2015-02-05 00:00:00	0	1				P
The Kennedy Assassination	9780748624102	9780748630332							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630332	Knight	CBO9780748630332		fulltext		Edinburgh University Press	Monograph	2007-09-03 00:00:00	2013-08-05 00:00:00	0	1				P
The Kirk and the Kingdom	9780748644735	9780748644742							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644742	McKay	CBO9780748644742		fulltext		Edinburgh University Press	Monograph	2011-11-04 00:00:00	2013-08-05 00:00:00	0	1				P
The Lacanian Left	9780748619801	9780748629077							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629077	Stavrakakis	CBO9780748629077		fulltext		Edinburgh University Press	Monograph	2007-07-12 00:00:00	2012-09-12 00:00:00	0	1				P
The Literary Cold War 1945 to Vietnam	9780748635276	9780748635283							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748635283	Piette	CBO9780748635283		fulltext		Edinburgh University Press	Monograph	2009-05-25 00:00:00	2012-09-12 00:00:00	0	1				P
The Literature of Pity	9780748639496	9780748691975							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748691975	Punter	CBO9780748691975		fulltext		Edinburgh University Press	Monograph	2014-03-17 00:00:00	2014-09-05 00:00:00	0	1				P
The Man-Leopard Murders	9780748625536	9780748631001							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631001	Pratten	CBO9780748631001		fulltext		Edinburgh University Press	Monograph	2007-06-19 00:00:00	2013-08-05 00:00:00	0	1				P
The Media in Scotland	9780748627998	9780748631827							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631827	Blain/Hutchinson	CBO9780748631827		fulltext		Edinburgh University Press	Monograph	2008-05-01 00:00:00	2013-08-05 00:00:00	0	1				P
The Modernist Party	9780748647316	9780748647323							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647323	McLoughlin	CBO9780748647323		fulltext		Edinburgh University Press	Monograph	2013-03-05 00:00:00	2014-04-05 00:00:00	0	1				P
The Paul de Man Notebooks	9780748641048	9780748670178							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748670178	McQuillan/de Man	CBO9780748670178		fulltext		Edinburgh University Press	Monograph	2014-04-14 00:00:00	2014-12-05 00:00:00	0	1				P
The Persistence of the Negative	9780748638635	9780748643295							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643295	Noys	CBO9780748643295		fulltext		Edinburgh University Press	Monograph	2010-09-13 00:00:00	2012-09-12 00:00:00	0	1				P
The Phantom of Chance	9780748645152	9780748645169							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645169	Lyons	CBO9780748645169		fulltext		Edinburgh University Press	Monograph	2011-11-30 00:00:00	2012-09-12 00:00:00	0	1				P
The Philosophy of John Duns Scotus	9780748624621	9780748627257							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627257	Vos	CBO9780748627257		fulltext		Edinburgh University Press	Monograph	2006-06-30 00:00:00	2012-09-12 00:00:00	0	1				P
The Photography of Victorian Scotland	9780748654611	9780748654628							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748654628	Simpson	CBO9780748654628		fulltext		Edinburgh University Press	Monograph	2012-09-03 00:00:00	2013-08-05 00:00:00	0	1				P
The Poetry of Jack Spicer	9780748640980	9780748677153							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748677153	Katz	CBO9780748677153		fulltext		Edinburgh University Press	Monograph	2013-01-17 00:00:00	2013-08-05 00:00:00	0	1				P
The Political Archive of Paul de Man	9780748665617	9780748665624							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748665624	McQuillan	CBO9780748665624		fulltext		Edinburgh University Press	Monograph	2012-08-06 00:00:00	2013-08-05 00:00:00	0	1				P
The Political Mind	9780748623860	9780748630226							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630226	Laird	CBO9780748630226		fulltext		Edinburgh University Press	Monograph	2008-05-20 00:00:00	2012-09-12 00:00:00	0	1				P
The Politics of Military Occupation	9780748636716	9780748636723							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636723	Stirk	CBO9780748636723		fulltext		Edinburgh University Press	Monograph	2009-07-06 00:00:00	2012-09-12 00:00:00	0	1				P
The Politics of Postanarchism	9780748634958	9780748634972							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748634972	Newman	CBO9780748634972		fulltext		Edinburgh University Press	Monograph	2010-03-24 00:00:00	2012-09-12 00:00:00	0	1				P
The Politics of Radical Democracy	9780748633999	9780748634019							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748634019	Little/Lloyd	CBO9780748634019		fulltext		Edinburgh University Press	Monograph	2008-11-04 00:00:00	2012-09-12 00:00:00	0	1				P
The Priority of Events	9780748643592	9780748643608							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643608	Bowden	CBO9780748643608		fulltext		Edinburgh University Press	Monograph	2011-08-16 00:00:00	2012-09-12 00:00:00	0	1				P
The Provisional Irish Republican Army and the Morality of Terrorism	9780748635290	9780748635313							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748635313	Shanahan	CBO9780748635313		fulltext		Edinburgh University Press	Monograph	2008-12-18 00:00:00	2012-09-12 00:00:00	0	1				P
The Quiz Show	9780748627523	9780748631575							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631575	Holmes	CBO9780748631575		fulltext		Edinburgh University Press	Monograph	2008-10-14 00:00:00	2013-08-05 00:00:00	0	1				P
The Return of the Epic Film	9780748684021	9780748684038							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748684038	Elliot	CBO9780748684038		fulltext		Edinburgh University Press	Monograph	2014-03-11 00:00:00	2014-09-05 00:00:00	0	1				P
The Russian Language Outside the Nation	9780748668458	9780748668465							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748668465	Ryazanova-Clarke	CBO9780748668465		fulltext		Edinburgh University Press	Monograph	2014-03-17 00:00:00	2014-09-05 00:00:00	0	1				P
The Second World War in Contemporary British Fiction	9780748640997	9780748647507							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647507	Stewart	CBO9780748647507		fulltext		Edinburgh University Press	Monograph	2011-07-01 00:00:00	2012-09-12 00:00:00	0	1				P
The Seljuqs	9780748639946	9780748647576							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647576	Lange/Songul	CBO9780748647576		fulltext		Edinburgh University Press	Monograph	2011-07-31 00:00:00	2012-09-12 00:00:00	0	1				P
The Sitcom	9780748637515	9780748637539							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748637539	Mills	CBO9780748637539		fulltext		Edinburgh University Press	Monograph	2009-09-08 00:00:00	2013-08-05 00:00:00	0	1				P
The Spanish Prisoner	9780748633685	9780748633708							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748633708	Tzioumakis	CBO9780748633708		fulltext		Edinburgh University Press	Monograph	2009-04-24 00:00:00	2013-08-05 00:00:00	0	1				P
The Speech-Gesture Complex	9780748684892	9780748684908							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748684908	Paraskeva	CBO9780748684908		fulltext		Edinburgh University Press	Monograph	2013-09-05 00:00:00	2014-03-05 00:00:00	0	1				P
The Transformation of Muslim Mystical Thought in the Ottoman Empire	9780748639236	9780748643714							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643714	Curry	CBO9780748643714		fulltext		Edinburgh University Press	Monograph	2010-10-19 00:00:00	2012-09-12 00:00:00	0	1				P
The Unexpected	9780748676293	9780748676309							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748676309	Currie	CBO9780748676309		fulltext		Edinburgh University Press	Monograph	2013-01-17 00:00:00	2013-08-05 00:00:00	0	1				P
The Universal (In the Realm of the Sensible)	9780748625567	9780748631049							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631049	Olkowski	CBO9780748631049		fulltext		Edinburgh University Press	Monograph	2007-03-02 00:00:00	2012-09-12 00:00:00	0	1				P
The Work of Giorgio Agamben	9780748634620	9780748634637							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748634637	Clemens/Heron/Murray	CBO9780748634637		fulltext		Edinburgh University Press	Monograph	2008-10-24 00:00:00	2012-09-12 00:00:00	0	1				P
Thomas Hardy's Legal Fictions	9780748673247	9780748673254							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748673254	Ferguson	CBO9780748673254		fulltext		Edinburgh University Press	Monograph	2013-08-20 00:00:00	2014-03-05 00:00:00	0	1				P
Thomas Hardy's Shorter Fiction	9780748632657	9780748632558							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632558	Gilmartin/Mengham	CBO9780748632558		fulltext		Edinburgh University Press	Monograph	2007-12-15 00:00:00	2012-09-12 00:00:00	0	1				P
Thomas Jefferson	9780748624997	9780748636624							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636624	Cogliano	CBO9780748636624		fulltext		Edinburgh University Press	Monograph	2006-09-14 00:00:00	2013-08-05 00:00:00	0	1				P
To Follow	9780748641543	9780748643707							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643707	Kamuf	CBO9780748643707		fulltext		Edinburgh University Press	Monograph	2010-10-05 00:00:00	2012-09-12 00:00:00	0	1				P
Towards a Deliberative and Associational Democracy	9780748627394	9780748631483							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631483	Elstub	CBO9780748631483		fulltext		Edinburgh University Press	Monograph	2008-04-25 00:00:00	2012-09-12 00:00:00	0	1				P
Transatlantic Avant-Gardes	9780748645213	9780748645220							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645220	White	CBO9780748645220		fulltext		Edinburgh University Press	Monograph	2013-03-01 00:00:00	2013-09-05 00:00:00	0	1				P
Transatlantic Transcendentalism	9780748681365	9780748681372							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748681372	Harvey	CBO9780748681372		fulltext		Edinburgh University Press	Monograph	2013-06-11 00:00:00	2013-10-05 00:00:00	0	1				P
Transatlantic Women's Literature	9780748624454	9780748630486							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630486	Macpherson	CBO9780748630486		fulltext		Edinburgh University Press	Monograph	2008-11-03 00:00:00	2012-09-12 00:00:00	0	1				P
Travellers' Tales of Wonder	9780748675463	9780748675470							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748675470	Cooke	CBO9780748675470		fulltext		Edinburgh University Press	Monograph	2013-02-22 00:00:00	2013-10-05 00:00:00	0	1				P
Turkish Myth and Muslim Symbol	9780748625727	9780748631155							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631155	Hillenbrand	CBO9780748631155		fulltext		Edinburgh University Press	Monograph	2007-11-21 00:00:00	2013-08-05 00:00:00	0	1				P
Twentieth-Century German Political Thought	9780748622900	9780748626595							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626595	Stirk	CBO9780748626595		fulltext		Edinburgh University Press	Monograph	2006-03-13 00:00:00	2012-09-12 00:00:00	0	1				P
Untimely Affects	9780748646449	9780748669707							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748669707	Boljkovac	CBO9780748669707		fulltext		Edinburgh University Press	Monograph	2013-05-21 00:00:00	2013-09-05 00:00:00	0	1				P
Variations	9780748638826	9780748642342							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748642342	Martin/Boundas/Dyrkton	CBO9780748642342		fulltext		Edinburgh University Press	Monograph	2010-04-08 00:00:00	2012-09-12 00:00:00	0	1				P
Veering	9780748636549	9780748636556							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636556	Royle	CBO9780748636556		fulltext		Edinburgh University Press	Monograph	2011-10-12 00:00:00	2012-09-12 00:00:00	0	1				P
Victoriana	9780748611478	9780748628186							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748628186	Kaplan	CBO9780748628186		fulltext		Edinburgh University Press	Monograph	2007-02-14 00:00:00	2012-09-12 00:00:00	0	1				P
Virginia Woolf Fashion and Literary Modernity	9780748638727	9780748641567							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641567	Koppen	CBO9780748641567		fulltext		Edinburgh University Press	Monograph	2009-08-27 00:00:00	2012-09-12 00:00:00	0	1				P
Virginia Woolf and Classical Music	9780748637874	9780748637881							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748637881	Sutton	CBO9780748637881		fulltext		Edinburgh University Press	Monograph	2013-09-16 00:00:00	2014-04-05 00:00:00	0	1				P
Virginia Woolf and the Materiality of Theory	9780748676439	9780748676446							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748676446	Ryan	CBO9780748676446		fulltext		Edinburgh University Press	Monograph	2013-03-17 00:00:00	2013-09-05 00:00:00	0	1				P
Virginia Woolf and the Politics of Language	9780748636754	9780748636761							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636761	Allen	CBO9780748636761		fulltext		Edinburgh University Press	Monograph	2010-07-05 00:00:00	2012-09-12 00:00:00	0	1				P
Virginia Woolf's Novels and the Literary Past	9780748623495	9780748626359							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626359	de Gay	CBO9780748626359		fulltext		Edinburgh University Press	Monograph	2006-01-05 00:00:00	2012-09-12 00:00:00	0	1				P
Volleys of Humanity	9780748639038	9780748647583							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647583	Cixous/Prenowitz	CBO9780748647583		fulltext		Edinburgh University Press	Monograph	2011-07-07 00:00:00	2012-09-12 00:00:00	0	1				P
W. G. Sebald	9780748633876	9780748633883							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748633883	Long	CBO9780748633883		fulltext		Edinburgh University Press	Monograph	2007-11-22 00:00:00	2012-09-12 00:00:00	0	1				P
Walter Pater	9780748646258	9780748646265							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646265	Hext	CBO9780748646265		fulltext		Edinburgh University Press	Monograph	2013-06-14 00:00:00	2013-10-05 00:00:00	0	1				P
Walter Scott and Modernity	9780748626069	9780748631353							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631353	Lincoln	CBO9780748631353		fulltext		Edinburgh University Press	Monograph	2007-04-19 00:00:00	2012-09-12 00:00:00	0	1				P
Walter Scott and the Limits of Language	9780748641536	9780748644674							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644674	Lumsden	CBO9780748644674		fulltext		Edinburgh University Press	Monograph	2010-12-01 00:00:00	2012-09-12 00:00:00	0	1				P
War Power, Police Power	9780748692361	9780748692385							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748692385	Neocleous	CBO9780748692385		fulltext		Edinburgh University Press	Monograph	2014-02-12 00:00:00	2014-09-05 00:00:00	0	1				P
War and Nation in the Theatre of Shakespeare and his Contemporaries	9780748627653	9780748631629							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631629	Barker	CBO9780748631629		fulltext		Edinburgh University Press	Monograph	2007-11-21 00:00:00	2012-09-12 00:00:00	0	1				P
West Midlands English	9780748641697	9780748685806							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748685806	Clark	CBO9780748685806		fulltext		Edinburgh University Press	Monograph	2013-06-27 00:00:00	2013-10-05 00:00:00	0	1				P
What if Derrida was wrong about Saussure?	9780748641970	9780748644902							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644902	Daylight	CBO9780748644902		fulltext		Edinburgh University Press	Monograph	2011-01-26 00:00:00	2012-09-12 00:00:00	0	1				P
William Hunter and the Hunterian Museum in Glasgow 1807–2007	9780748628056	9780748631858							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631858	Keppie	CBO9780748631858		fulltext		Edinburgh University Press	Monograph	2007-04-25 00:00:00	2012-09-12 00:00:00	0	1				P
William Morris and the Idea of Community	9780748641499	9780748643721							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643721	Vaninskaya	CBO9780748643721		fulltext		Edinburgh University Press	Monograph	2010-10-12 00:00:00	2012-09-12 00:00:00	0	1				P
Wittgenstein and Political Theory	9780748639144	9780748642137							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748642137	Robinson	CBO9780748642137		fulltext		Edinburgh University Press	Monograph	2009-11-02 00:00:00	2012-09-12 00:00:00	0	1				P
Women and the Fatimids in the World of Islam	9780748617326	9780748626298							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626298	Cortese/Calderini	CBO9780748626298		fulltext		Edinburgh University Press	Monograph	2006-01-06 00:00:00	2013-08-05 00:00:00	0	1				P
Women's Rights as Multicultural Claims	9780748632794	9780748632312							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632312	Mookherjee	CBO9780748632312		fulltext		Edinburgh University Press	Monograph	2009-01-26 00:00:00	2012-09-12 00:00:00	0	1				P
Young American Muslims	9780748669936	9780748669943							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748669943	Kabir	CBO9780748669943		fulltext		Edinburgh University Press	Monograph	2012-11-30 00:00:00	2013-08-05 00:00:00	0	1				P
Young British Muslims	9780748641338	9780748643738							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643738	Kabir	CBO9780748643738		fulltext		Edinburgh University Press	Monograph	2010-10-26 00:00:00	2012-09-12 00:00:00	0	1				P
